Resumen,Clave de incidencia,ID de la incidencia,Tipo de Incidencia,Estado,Clave del proyecto,Nombre del proyecto,Tipo de proyecto,Responsable del proyecto,ID del responsable del proyecto,Descripción del proyecto,Prioridad,Resolución,Persona asignada,ID de la persona asignada,Informador,ID del informador,Creador,ID del creador,Creada,Actualizada,Vista por Última Vez,Resuelta,Fecha de vencimiento,Votos,Etiquetas,Etiquetas,Etiquetas,Etiquetas,Descripción,Entorno,Interesados,ID de los interesados,Estimación original,Trabajo restante estimado,Tiempo Trabajado,Relación de trabajo,Σ Estimación original,Σ Trabajo restante estimado,Σ Tiempo empleado,Nivel de Seguridad,Enlace a la incidencia interna (Blocks),Enlace a la incidencia interna (Blocks),Enlace a la incidencia interna (Blocks),Enlace a la incidencia interna (Blocks),Enlace de incidencia saliente (Blocks),Campo personalizado (Clasificación),Campo personalizado (Color de la incidencia),Campo personalizado (Fecha de inicio),Sprint,Sprint,Campo personalizado (Story point estimate),Campo personalizado (Team),Campo personalizado (Vulnerabilidad),Campo personalizado (development),Categoría de estado,Categoría de estado cambiada,Principal,Clave principal,Parent summary
3.1.2 UI Dashboard con gráficos Recharts en tiempo real,SE-41,10320,Tarea,Listo,SE,SIGA-escolar,software,Marcelo Andrés Acevedo Silva,712020:38e85f3a-1a40-4f94-a457-d073933be4aa,,High,Listo,Daniel Flores,62e971c2f15eecaf500dbfca,Marcelo Andrés Acevedo Silva,712020:38e85f3a-1a40-4f94-a457-d073933be4aa,Marcelo Andrés Acevedo Silva,712020:38e85f3a-1a40-4f94-a457-d073933be4aa,23/jun/26 10:05 PM,24/jun/26 9:06 PM,,24/jun/26 9:06 PM,,0,dashboard,frontend,rechart,UI,"|*Descripción*|Construir el dashboard analítico con gráficos dinámicos. *Dependencias:* {{npm install recharts}}. *Subtareas:* (1) Instalar Recharts: {{npm install recharts}}. (2) Crear {{dashboardService.js}} en frontend con llamadas a los 4 endpoints. (3) Reemplazar el {{DashboardPage.jsx}} placeholder con el dashboard real. (4) Tarjetas de resumen: total incidentes, incidentes graves, protocolos activos, estudiantes en seguimiento — con íconos y colores. (5) {{GraficoBarrasCurso}}: BarChart de Recharts con frecuencia por curso. (6) {{GraficoTortaGravedad}}: PieChart con distribución por gravedad (verde=Leve, naranja=Grave, rojo=Gravísima). (7) {{GraficoTendenciaMensual}}: LineChart con incidentes por mes. (8) Navegación lateral o barra superior con links a todos los módulos. (9) Estado vacío con mensaje si no hay datos. (10) Proteger ruta con {{RoleRoute(['Administrador', 'Equipo de Formación', 'Directivo'])}}.|
|*Criterios de Aceptación*|* Dashboard carga en menos de 3 segundos (RNF-07). - Los 3 gráficos renderizan con datos reales. - Gráfico de torta muestra leyenda con porcentajes. - Tarjetas muestran conteos actualizados. - Sin datos: estado vacío con mensaje claro. - Vista responsiva desde 360px (RNF-08). - Navegación a todos los módulos visible desde el dashboard.|",,Marcelo Andrés Acevedo Silva,712020:38e85f3a-1a40-4f94-a457-d073933be4aa,,,,,,,,,,,,,SE-36,0|i00096:,,,SE Sprint 3,,4.0,,,,Listo,24/jun/26 9:06 PM,10314,SE-35,"Analítica, Reportería y Despliegue a Producción"
HU 3.3 – Despliegue a Producción con URL Pública HTTPS,SE-38,10317,Historia,Listo,SE,SIGA-escolar,software,Marcelo Andrés Acevedo Silva,712020:38e85f3a-1a40-4f94-a457-d073933be4aa,,High,Listo,Marcelo Andrés Acevedo Silva,712020:38e85f3a-1a40-4f94-a457-d073933be4aa,Marcelo Andrés Acevedo Silva,712020:38e85f3a-1a40-4f94-a457-d073933be4aa,Marcelo Andrés Acevedo Silva,712020:38e85f3a-1a40-4f94-a457-d073933be4aa,23/jun/26 9:55 PM,23/jun/26 10:23 PM,23/jun/26 10:23 PM,23/jun/26 10:23 PM,,0,backend,deploy,frontend,,"|*Descripción*|*Como* escuela, *quiero* que el sistema esté disponible en internet con URL pública segura *para* acceder desde cualquier dispositivo escolar sin depender de servidores locales.|",,Marcelo Andrés Acevedo Silva,712020:38e85f3a-1a40-4f94-a457-d073933be4aa,,,,,,,,,,,,,,0|i00097:,,,SE Sprint 3,,,,,,Listo,23/jun/26 10:23 PM,10314,SE-35,"Analítica, Reportería y Despliegue a Producción"
Motor de Reglas y Alertas Tempranas,SE-59,10389,Epic,Tareas por hacer,SE,SIGA-escolar,software,Marcelo Andrés Acevedo Silva,712020:38e85f3a-1a40-4f94-a457-d073933be4aa,,Medium,,Marcelo Andrés Acevedo Silva,712020:38e85f3a-1a40-4f94-a457-d073933be4aa,Marcelo Andrés Acevedo Silva,712020:38e85f3a-1a40-4f94-a457-d073933be4aa,Marcelo Andrés Acevedo Silva,712020:38e85f3a-1a40-4f94-a457-d073933be4aa,31/ago/26 11:51 AM,31/ago/26 12:24 PM,31/ago/26 12:24 PM,,,0,alertas,backend,frontend,ia,Implementar un sistema determinístico de scoring y alertas de plazo que procese los datos ya existentes en SIGA para informar al equipo de convivencia sobre qué casos requieren acción inmediata. 100% implementado en PostgreSQL y Node.js.,,Marcelo Andrés Acevedo Silva,712020:38e85f3a-1a40-4f94-a457-d073933be4aa,,,,,,,,,,,,,,0|i0009f:,grey,,,,,,,,Por hacer,31/ago/26 11:51 AM,,,
HU 4.1 – Reglas de Protocolo y Plazos Normativos,SE-60,10390,Historia,Tareas por hacer,SE,SIGA-escolar,software,Marcelo Andrés Acevedo Silva,712020:38e85f3a-1a40-4f94-a457-d073933be4aa,,Medium,,Marcelo Andrés Acevedo Silva,712020:38e85f3a-1a40-4f94-a457-d073933be4aa,Marcelo Andrés Acevedo Silva,712020:38e85f3a-1a40-4f94-a457-d073933be4aa,Marcelo Andrés Acevedo Silva,712020:38e85f3a-1a40-4f94-a457-d073933be4aa,31/ago/26 11:51 AM,31/ago/26 12:24 PM,07/sep/26 9:38 PM,,,0,backend,bd,plazos,protocolos,"Como coordinador de convivencia, quiero que el sistema calcule automáticamente qué acción está pendiente en cada protocolo abierto y cuánto tiempo queda para realizarla, para no depender de la memoria del equipo ni de seguimiento manual.",,Marcelo Andrés Acevedo Silva,712020:38e85f3a-1a40-4f94-a457-d073933be4aa,,,,,,,,,SE-63,SE-64,SE-65,,,0|i000a7:,,,SE Sprint 4,,,,,,Por hacer,31/ago/26 11:51 AM,10389,SE-59,Motor de Reglas y Alertas Tempranas
HU 4.2 – Score de Riesgo de Escalada por Estudiante,SE-61,10391,Historia,Tareas por hacer,SE,SIGA-escolar,software,Marcelo Andrés Acevedo Silva,712020:38e85f3a-1a40-4f94-a457-d073933be4aa,,Medium,,Marcelo Andrés Acevedo Silva,712020:38e85f3a-1a40-4f94-a457-d073933be4aa,Marcelo Andrés Acevedo Silva,712020:38e85f3a-1a40-4f94-a457-d073933be4aa,Marcelo Andrés Acevedo Silva,712020:38e85f3a-1a40-4f94-a457-d073933be4aa,31/ago/26 11:51 AM,31/ago/26 12:27 PM,31/ago/26 12:27 PM,,,0,alertas,backend,frontend,riesgo,"Como coordinador de convivencia o docente, quiero ver una alerta en el perfil de los estudiantes que acumulan múltiples incidentes recientes, para intervenir a tiempo antes de que una situación escale a acoso escolar u otra falta grave.",,Marcelo Andrés Acevedo Silva,712020:38e85f3a-1a40-4f94-a457-d073933be4aa,,,,,,,,,SE-66,,,,,0|i000a9:,,,SE Sprint 4,,,,,,Por hacer,31/ago/26 11:51 AM,10389,SE-59,Motor de Reglas y Alertas Tempranas
"4.3.1 — Widget ""Acciones Pendientes"" en Dashboard",SE-67,10397,Tarea,Listo,SE,SIGA-escolar,software,Marcelo Andrés Acevedo Silva,712020:38e85f3a-1a40-4f94-a457-d073933be4aa,,Medium,Listo,Daniel Flores,62e971c2f15eecaf500dbfca,Marcelo Andrés Acevedo Silva,712020:38e85f3a-1a40-4f94-a457-d073933be4aa,Marcelo Andrés Acevedo Silva,712020:38e85f3a-1a40-4f94-a457-d073933be4aa,31/ago/26 12:29 PM,05/sep/26 4:08 PM,31/ago/26 12:29 PM,05/sep/26 4:08 PM,06/sep/26 12:00 AM,0,dashboard,frontend,ui,,"Descripción	

Construir el widget de acciones pendientes que aparece en la pantalla principal del Dashboard. Subtareas: (1) Crear componente AccionesPendientesWidget.jsx en src/components/dashboard/. (2) Agregar getAccionesPendientes() al dashboardService.js del frontend. (3) Incluir la llamada en el Promise.all existente de DashboardPage.jsx para no agregar tiempo de carga. (4) Cada fila del widget muestra: indicador de color (rojo / amarillo / verde), nombre del estudiante, tipo de protocolo, acción pendiente, días restantes o ""VENCIDO"". (5) Colores de semáforo: vencido → fondo rojo claro bg-red-50 con texto rojo. urgente → fondo amarillo bg-amber-50 con texto ámbar. ok → fondo verde claro bg-green-50 con texto verde. (6) Máximo 5 filas visibles. Si hay más, mostrar enlace ""Ver todos los protocolos"" que navega a /protocolos. (7) Cada fila es clickeable y navega a /protocolos/:id. (8) Si no hay acciones pendientes: mostrar mensaje ""Sin acciones pendientes — todo al día ✓"". (9) Visible solo para roles Administrador, Equipo de Formación y Directivo (mismos que el endpoint).


Criterios de Aceptación	

- Widget visible en Dashboard al iniciar sesión. - Semáforo muestra el color correcto según estado_semaforo recibido del endpoint. - Clic en cualquier fila navega al detalle del protocolo correcto. - Si no hay protocolos abiertos el widget muestra el mensaje de ""todo al día"". - No degrada el tiempo de carga del Dashboard (carga en paralelo con los otros 4 endpoints). - Vista responsiva desde 360px.",,Marcelo Andrés Acevedo Silva,712020:38e85f3a-1a40-4f94-a457-d073933be4aa,,,,,,,,,,,,,SE-62,0|i000a9:i,,31/ago/26 12:00 AM,SE Sprint 4,,5.0,,,,Listo,05/sep/26 4:08 PM,10389,SE-59,Motor de Reglas y Alertas Tempranas
HU 4.3 – Widgets de Alerta en Dashboard y Perfil,SE-62,10392,Historia,Listo,SE,SIGA-escolar,software,Marcelo Andrés Acevedo Silva,712020:38e85f3a-1a40-4f94-a457-d073933be4aa,,Medium,Listo,Daniel Flores,62e971c2f15eecaf500dbfca,Marcelo Andrés Acevedo Silva,712020:38e85f3a-1a40-4f94-a457-d073933be4aa,Marcelo Andrés Acevedo Silva,712020:38e85f3a-1a40-4f94-a457-d073933be4aa,31/ago/26 11:51 AM,05/sep/26 4:08 PM,31/ago/26 12:32 PM,05/sep/26 4:08 PM,,0,alertas,dashboard,frontend,ui,"Como coordinador de convivencia, quiero ver al ingresar al sistema un resumen priorizado de los casos con acciones pendientes y estudiantes en riesgo, para organizar mi jornada en menos de 30 segundos.",,Marcelo Andrés Acevedo Silva,712020:38e85f3a-1a40-4f94-a457-d073933be4aa,,,,,,,,,SE-68,SE-67,,,,0|i000aa:,,,SE Sprint 4,,,,,,Listo,05/sep/26 4:08 PM,10389,SE-59,Motor de Reglas y Alertas Tempranas
4.3.2 — Badge de riesgo en perfil del estudiante,SE-68,10398,Tarea,Listo,SE,SIGA-escolar,software,Marcelo Andrés Acevedo Silva,712020:38e85f3a-1a40-4f94-a457-d073933be4aa,,Medium,Listo,Daniel Flores,62e971c2f15eecaf500dbfca,Marcelo Andrés Acevedo Silva,712020:38e85f3a-1a40-4f94-a457-d073933be4aa,Marcelo Andrés Acevedo Silva,712020:38e85f3a-1a40-4f94-a457-d073933be4aa,31/ago/26 12:30 PM,05/sep/26 3:58 PM,31/ago/26 12:31 PM,05/sep/26 3:58 PM,06/sep/26 12:00 AM,0,frontend,riesgo,ui,,"Descripción	

Mostrar una alerta contextual en el perfil del estudiante cuando su score de riesgo supera el umbral. Subtareas: (1) En EstudiantePerfilPage.jsx, agregar llamada a GET /dashboard/estudiantes-en-riesgo al cargar el perfil (o consultar si el id del estudiante está en la lista devuelta). (2) Si el estudiante está en la lista mostrar el banner de alerta: ⚠️ Este estudiante acumula múltiples incidentes recientes. Evalúe si corresponde activar o escalar el protocolo vigente. con estilo bg-amber-50 border border-amber-200 text-amber-800. (3) El banner debe aparecer debajo del encabezado del perfil, antes del detalle de datos personales. (4) Visible para todos los roles autenticados (confirmado por el cliente).


Criterios de Aceptación	

- Banner aparece en el perfil de estudiantes con score ≥ 6. - Banner no aparece en perfiles de estudiantes sin incidentes recientes o con score bajo el umbral. - Banner no interfiere con la navegación ni el botón de PDF. - El texto es claro y no alarmista — describe la situación sin calificar al estudiante.",,Marcelo Andrés Acevedo Silva,712020:38e85f3a-1a40-4f94-a457-d073933be4aa,,,,,,,,,,,,,SE-62,0|i000aa:i,,31/ago/26 12:00 AM,SE Sprint 4,,2.0,,,,Listo,05/sep/26 3:58 PM,10389,SE-59,Motor de Reglas y Alertas Tempranas
4.1.1 — Nueva tabla reglas_protocolo en Supabase,SE-63,10393,Tarea,Listo,SE,SIGA-escolar,software,Marcelo Andrés Acevedo Silva,712020:38e85f3a-1a40-4f94-a457-d073933be4aa,,Medium,Listo,Marcelo Andrés Acevedo Silva,712020:38e85f3a-1a40-4f94-a457-d073933be4aa,Marcelo Andrés Acevedo Silva,712020:38e85f3a-1a40-4f94-a457-d073933be4aa,Marcelo Andrés Acevedo Silva,712020:38e85f3a-1a40-4f94-a457-d073933be4aa,31/ago/26 12:11 PM,31/ago/26 1:25 PM,02/sep/26 5:35 PM,31/ago/26 1:25 PM,06/sep/26 12:00 AM,0,backend,bd,supabase,,"Descripción	Crear la tabla que almacena los plazos y acciones para cada tipo de protocolo RICE. Subtareas: (1) Ejecutar en Supabase SQL Editor: CREATE TABLE reglas_protocolo (id uuid PRIMARY KEY DEFAULT gen_random_uuid(), tenant_id uuid NOT NULL REFERENCES tenants(id), tipo_protocolo_id uuid NOT NULL REFERENCES tipos_protocolo(id), orden smallint NOT NULL, accion text NOT NULL, plazo_dias smallint NOT NULL, prorrogable boolean DEFAULT true, activo boolean DEFAULT true, created_at timestamptz DEFAULT now(), UNIQUE (tenant_id, tipo_protocolo_id, orden)). (2) Activar RLS: ALTER TABLE reglas_protocolo ENABLE ROW LEVEL SECURITY. (3) Crear política: CREATE POLICY tenant_isolation ON reglas_protocolo USING (tenant_id = current_setting('app.tenant_id')::uuid). (4) Agregar campo a protocolos_rice: ALTER TABLE protocolos_rice ADD COLUMN IF NOT EXISTS fecha_ultimo_avance timestamptz DEFAULT now(). (5) Actualizar protocolosService.js: al ejecutar PATCH /:id/estado, incluir fecha_ultimo_avance: new Date().toISOString() en el update.


Criterios de Aceptación	- Tabla visible en Supabase con estructura correcta. - RLS activo: verificar que SELECT * FROM reglas_protocolo sin contexto de tenant no retorna filas. - Campo fecha_ultimo_avance presente en protocolos_rice. - Al cambiar estado de un protocolo, fecha_ultimo_avance se actualiza en Supabase.",,Marcelo Andrés Acevedo Silva,712020:38e85f3a-1a40-4f94-a457-d073933be4aa,,,,,,,,,,,,,SE-60,0|i000ab:,,31/ago/26 12:00 AM,SE Sprint 4,,2.0,,,,Listo,31/ago/26 1:25 PM,10389,SE-59,Motor de Reglas y Alertas Tempranas
4.1.2 — Seed de reglas de protocolo por defecto,SE-64,10394,Tarea,Listo,SE,SIGA-escolar,software,Marcelo Andrés Acevedo Silva,712020:38e85f3a-1a40-4f94-a457-d073933be4aa,,Medium,Listo,Marcelo Andrés Acevedo Silva,712020:38e85f3a-1a40-4f94-a457-d073933be4aa,Marcelo Andrés Acevedo Silva,712020:38e85f3a-1a40-4f94-a457-d073933be4aa,Marcelo Andrés Acevedo Silva,712020:38e85f3a-1a40-4f94-a457-d073933be4aa,31/ago/26 12:18 PM,02/sep/26 5:31 PM,02/sep/26 5:36 PM,02/sep/26 5:31 PM,06/sep/26 12:00 AM,0,backend,bd,seed,,"Descripción	

Crear el script que carga las reglas de plazo por defecto para todos los tipos de protocolo. Las reglas se basan en los plazos reales indicados por el cliente (5 a 10 días, prorrogables una vez por Dirección). Subtareas: (1) Crear src/utils/seedReglas.js. (2) El script recupera todos los tipos_protocolo existentes del tenant y para cada uno inserta las siguientes 4 reglas: Orden 1 — ""Entrevista inicial con las partes involucradas"", plazo 2 días, prorrogable false. Orden 2 — ""Citación y reunión con apoderados"", plazo 5 días, prorrogable true. Orden 3 — ""Informe de situación a Dirección"", plazo 7 días, prorrogable true. Orden 4 — ""Cierre, derivación externa o solicitud de prórroga"", plazo 10 días, prorrogable true. (3) Usar upsert para que el script sea idempotente (se pueda correr más de una vez sin duplicar). (4) Agregar el script a package.json: ""seed:reglas"": ""node src/utils/seedReglas.js"".


Criterios de Aceptación	

- npm run seed:reglas ejecuta sin errores. - Supabase muestra 4 reglas × 10 tipos = 40 filas en reglas_protocolo. - Ejecutar el script una segunda vez no genera duplicados. - Los plazos en días son correctos según el orden definido.",,Marcelo Andrés Acevedo Silva,712020:38e85f3a-1a40-4f94-a457-d073933be4aa,,,,,,,,,,,,,SE-60,0|i000aj:,,31/ago/26 12:00 AM,SE Sprint 4,,3.0,,,,Listo,02/sep/26 5:31 PM,10389,SE-59,Motor de Reglas y Alertas Tempranas
4.1.3 — Función SQL y endpoint GET /dashboard/acciones-pendientes,SE-65,10395,Tarea,Listo,SE,SIGA-escolar,software,Marcelo Andrés Acevedo Silva,712020:38e85f3a-1a40-4f94-a457-d073933be4aa,,Medium,Listo,Marcelo Andrés Acevedo Silva,712020:38e85f3a-1a40-4f94-a457-d073933be4aa,Marcelo Andrés Acevedo Silva,712020:38e85f3a-1a40-4f94-a457-d073933be4aa,Marcelo Andrés Acevedo Silva,712020:38e85f3a-1a40-4f94-a457-d073933be4aa,31/ago/26 12:20 PM,03/sep/26 12:13 AM,02/sep/26 5:53 PM,03/sep/26 12:13 AM,06/sep/26 12:00 AM,0,backend,bd,dashboard,,"Descripción	

Crear la función PostgreSQL que calcula el estado de cada protocolo abierto contra los plazos configurados, y el endpoint que la expone. Subtareas: (1) Crear función RPC en Supabase: `CREATE OR REPLACE FUNCTION calcular_acciones_pendientes() RETURNS TABLE (protocolo_id uuid, estudiante_nombre text, tipo_protocolo text, accion_pendiente text, fecha_limite date, dias_restantes int, estado_semaforo text) AS $$ BEGIN RETURN QUERY SELECT [p.id|http://p.id], e.nombre


Criterios de Aceptación	

- Endpoint retorna array con campos: protocolo_id, estudiante_nombre, tipo_protocolo, accion_pendiente, fecha_limite, dias_restantes, estado_semaforo. - Semáforo correcto: protocolo con plazo vencido → ""vencido"", vence en ≤ 2 días → ""urgente"", resto → ""ok"". - Lista ordenada de menor a mayor dias_restantes (los urgentes primero). - Protocolos cerrados no aparecen en la lista. - Rol Docente o Inspector → 403. - Prueba en Insomnia con al menos 3 protocolos en distintos estados de plazo.",,Marcelo Andrés Acevedo Silva,712020:38e85f3a-1a40-4f94-a457-d073933be4aa,,,,,,,,,,,,,SE-60,0|i000ar:,,31/ago/26 12:00 AM,SE Sprint 4,,5.0,,,,Listo,03/sep/26 12:13 AM,10389,SE-59,Motor de Reglas y Alertas Tempranas
4.2.1 — Endpoint GET /dashboard/estudiantes-en-riesgo,SE-66,10396,Tarea,Listo,SE,SIGA-escolar,software,Marcelo Andrés Acevedo Silva,712020:38e85f3a-1a40-4f94-a457-d073933be4aa,,Medium,Listo,Marcelo Andrés Acevedo Silva,712020:38e85f3a-1a40-4f94-a457-d073933be4aa,Marcelo Andrés Acevedo Silva,712020:38e85f3a-1a40-4f94-a457-d073933be4aa,Marcelo Andrés Acevedo Silva,712020:38e85f3a-1a40-4f94-a457-d073933be4aa,31/ago/26 12:25 PM,04/sep/26 2:11 PM,04/sep/26 1:43 PM,04/sep/26 2:11 PM,06/sep/26 12:00 AM,0,backend,dashboard,riesgo,,"Descripción	

Desarrollar el endpoint que calcula y retorna los estudiantes cuyo comportamiento reciente supera el umbral de riesgo. Fórmula de scoring: score = (incidentes últimos 30 días × 2) + (incidentes Grave × 3) + (incidentes Gravísima × 5). Umbral de activación: score ≥ 6. Subtareas: (1) Crear método getEstudiantesEnRiesgo() en dashboardService.js. El método consulta estudiantes con join a incidente_estudiantes e incidentes, filtra incidentes de los últimos 30 días, aplica el scoring en JavaScript y filtra los que superan el umbral. (2) Retornar por estudiante: id, nombre, apellido, rut, curso, score_riesgo, total_incidentes_30d, total_graves. (3) Crear handler estudiantesEnRiesgo en dashboardController.js. (4) Agregar ruta en dashboard.routes.js: GET /estudiantes-en-riesgo accesible para todos los roles autenticados (confirmado por el cliente). (5) El umbral 6 debe estar en una constante configurable en dashboardService.js, no hardcodeado en la lógica.


Criterios de Aceptación	

- Endpoint retorna solo estudiantes con score_riesgo >= 6, ordenados de mayor a menor score. - Estudiante con 2 incidentes Grave en los últimos 30 días obtiene score = 10 (2×2 + 2×3) y aparece en la lista. - Estudiante con 1 incidente Leve en 30 días obtiene score = 2 y NO aparece. - Todos los roles autenticados pueden acceder (no retorna 403 para Docente ni Inspector). - Prueba en Insomnia con al menos 3 estudiantes: 1 que supera umbral, 1 que no, 1 en el límite.",,Marcelo Andrés Acevedo Silva,712020:38e85f3a-1a40-4f94-a457-d073933be4aa,,,,,,,,,,,,,SE-61,0|i000az:,,31/ago/26 12:00 AM,SE Sprint 4,,4.0,,,,Listo,04/sep/26 2:11 PM,10389,SE-59,Motor de Reglas y Alertas Tempranas
